Date,Geography,New housing price indexes,Index Value
2024-02,"Saint John, Fredericton, and Moncton, New Brunswick",House only,120.8
2024-02,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.3
2024-02,Quebec,Total (house and land),142.0
2024-02,Quebec,House only,149.4
2024-02,Quebec,Land only,122.0
2024-02,"Québec, Quebec",Total (house and land),130.3
2024-02,"Québec, Quebec",House only,139.2
2024-02,"Québec, Quebec",Land only,110.5
2024-02,"Sherbrooke, Quebec",Total (house and land),111.1
2024-02,"Sherbrooke, Quebec",House only,110.8
2024-02,"Sherbrooke, Quebec",Land only,108.4
2024-02,"Trois-Rivières, Quebec",Total (house and land),112.3
2024-02,"Trois-Rivières, Quebec",House only,114.3
2024-02,"Trois-Rivières, Quebec",Land only,103.9
2024-02,"Montréal, Quebec",Total (house and land),151.2
2024-02,"Montréal, Quebec",House only,160.0
2024-02,"Montréal, Quebec",Land only,127.6
2024-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9
2024-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,120.2
2024-02,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,104.9
2024-02,Ontario,Total (house and land),125.0
2024-02,Ontario,House only,127.3
2024-02,Ontario,Land only,120.1
2024-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),166.4
2024-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,176.5
2024-02,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,135.0
2024-02,"Oshawa, Ontario",Total (house and land),121.5
2024-02,"Oshawa, Ontario",House only,124.3
2024-02,"Oshawa, Ontario",Land only,114.7
2024-02,"Toronto, Ontario",Total (house and land),114.5
2024-02,"Toronto, Ontario",House only,112.4
2024-02,"Toronto, Ontario",Land only,117.6
2024-02,"Hamilton, Ontario",Total (house and land),114.0
2024-02,"Hamilton, Ontario",House only,119.0
2024-02,"Hamilton, Ontario",Land only,102.8
2024-02,"St. Catharines-Niagara, Ontario",Total (house and land),126.9
2024-02,"St. Catharines-Niagara, Ontario",House only,129.3
2024-02,"St. Catharines-Niagara, Ontario",Land only,120.3
2024-02,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),156.9
2024-02,"Kitchener-Cambridge-Waterloo, Ontario",House only,152.9
2024-02,"Kitchener-Cambridge-Waterloo, Ontario",Land only,158.1
2024-02,"Guelph, Ontario",Total (house and land),123.0
2024-02,"Guelph, Ontario",House only,132.7
2024-02,"Guelph, Ontario",Land only,107.9
2024-02,"London, Ontario",Total (house and land),144.4
2024-02,"London, Ontario",House only,151.0
2024-02,"London, Ontario",Land only,118.5
2024-02,"Windsor, Ontario",Total (house and land),145.9
2024-02,"Windsor, Ontario",House only,146.4
2024-02,"Windsor, Ontario",Land only,133.4
2024-02,"Greater Sudbury, Ontario",Total (house and land),119.2
2024-02,"Greater Sudbury, Ontario",House only,119.2
2024-02,"Greater Sudbury, Ontario",Land only,118.5
2024-02,Prairie Region,Total (house and land),119.4
2024-02,Prairie Region,House only,125.3
2024-02,Prairie Region,Land only,106.5
2024-02,Manitoba,Total (house and land),139.8
2024-02,Manitoba,House only,153.4
2024-02,Manitoba,Land only,109.7
2024-02,"Winnipeg, Manitoba",Total (house and land),139.8
2024-02,"Winnipeg, Manitoba",House only,153.4
2024-02,"Winnipeg, Manitoba",Land only,109.7
2024-02,Saskatchewan,Total (house and land),103.7
2024-02,Saskatchewan,House only,108.6
2024-02,Saskatchewan,Land only,96.5
2024-02,"Regina, Saskatchewan",Total (house and land),101.1
2024-02,"Regina, Saskatchewan",House only,100.6
2024-02,"Regina, Saskatchewan",Land only,101.2
2024-02,"Saskatoon, Saskatchewan",Total (house and land),105.4
2024-02,"Saskatoon, Saskatchewan",House only,113.5
2024-02,"Saskatoon, Saskatchewan",Land only,94.1
2024-02,Alberta,Total (house and land),118.2
2024-02,Alberta,House only,123.2
2024-02,Alberta,Land only,107.0
2024-02,"Calgary, Alberta",Total (house and land),128.0
2024-02,"Calgary, Alberta",House only,136.7
2024-02,"Calgary, Alberta",Land only,110.4
2024-02,"Edmonton, Alberta",Total (house and land),107.3
2024-02,"Edmonton, Alberta",House only,108.7
2024-02,"Edmonton, Alberta",Land only,102.6
2024-02,British Columbia,Total (house and land),127.2
2024-02,British Columbia,House only,126.4
2024-02,British Columbia,Land only,120.3
2024-02,"Kelowna, British Columbia",Total (house and land),122.1
2024-02,"Kelowna, British Columbia",House only,125.2
2024-02,"Kelowna, British Columbia",Land only,117.7
2024-02,"Vancouver, British Columbia",Total (house and land),128.5
2024-02,"Vancouver, British Columbia",House only,126.8
2024-02,"Vancouver, British Columbia",Land only,121.6
2024-02,"Victoria, British Columbia",Total (house and land),119.7
2024-02,"Victoria, British Columbia",House only,125.3
2024-02,"Victoria, British Columbia",Land only,109.8
2024-03,Canada,Total (house and land),124.4
2024-03,Canada,House only,127.2
2024-03,Canada,Land only,116.8
2024-03,Atlantic Region,Total (house and land),116.5
2024-03,Atlantic Region,House only,120.0
2024-03,Atlantic Region,Land only,102.9
2024-03,Newfoundland and Labrador,Total (house and land),105.7
2024-03,Newfoundland and Labrador,House only,108.4
2024-03,Newfoundland and Labrador,Land only,102.4
2024-03,"St. John's, Newfoundland and Labrador",Total (house and land),105.7
2024-03,"St. John's, Newfoundland and Labrador",House only,108.4
2024-03,"St. John's, Newfoundland and Labrador",Land only,102.4
2024-03,Prince Edward Island,Total (house and land),122.6
2024-03,Prince Edward Island,House only,127.0
2024-03,Prince Edward Island,Land only,104.5
2024-03,"Charlottetown, Prince Edward Island",Total (house and land),122.6
2024-03,"Charlottetown, Prince Edward Island",House only,127.0
2024-03,"Charlottetown, Prince Edward Island",Land only,104.5
2024-03,Nova Scotia,Total (house and land),120.1
2024-03,Nova Scotia,House only,125.0
2024-03,Nova Scotia,Land only,103.5
2024-03,"Halifax, Nova Scotia",Total (house and land),120.1
2024-03,"Halifax, Nova Scotia",House only,125.0
2024-03,"Halifax, Nova Scotia",Land only,103.5
2024-03,New Brunswick,Total (house and land),120.0
2024-03,New Brunswick,House only,121.5
2024-03,New Brunswick,Land only,102.9
2024-03,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),120.0
2024-03,"Saint John, Fredericton, and Moncton, New Brunswick",House only,121.5
2024-03,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.9
2024-03,Quebec,Total (house and land),142.4
2024-03,Quebec,House only,149.8
2024-03,Quebec,Land only,122.3
2024-03,"Québec, Quebec",Total (house and land),130.3
2024-03,"Québec, Quebec",House only,139.2
2024-03,"Québec, Quebec",Land only,110.5
2024-03,"Sherbrooke, Quebec",Total (house and land),111.0
2024-03,"Sherbrooke, Quebec",House only,110.8
2024-03,"Sherbrooke, Quebec",Land only,108.1
2024-03,"Trois-Rivières, Quebec",Total (house and land),112.3
2024-03,"Trois-Rivières, Quebec",House only,114.3
2024-03,"Trois-Rivières, Quebec",Land only,103.9
2024-03,"Montréal, Quebec",Total (house and land),151.8
2024-03,"Montréal, Quebec",House only,160.6
2024-03,"Montréal, Quebec",Land only,128.1
2024-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9
2024-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,120.2
2024-03,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,104.9
2024-03,Ontario,Total (house and land),124.8
2024-03,Ontario,House only,127.0
2024-03,Ontario,Land only,120.1
2024-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),164.9
2024-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,174.6
2024-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,134.9
2024-03,"Oshawa, Ontario",Total (house and land),121.5
2024-03,"Oshawa, Ontario",House only,124.3
2024-03,"Oshawa, Ontario",Land only,114.7
2024-03,"Toronto, Ontario",Total (house and land),114.5
2024-03,"Toronto, Ontario",House only,112.4
2024-03,"Toronto, Ontario",Land only,117.6
2024-03,"Hamilton, Ontario",Total (house and land),114.2
2024-03,"Hamilton, Ontario",House only,119.3
2024-03,"Hamilton, Ontario",Land only,102.8
2024-03,"St. Catharines-Niagara, Ontario",Total (house and land),126.9
2024-03,"St. Catharines-Niagara, Ontario",House only,129.3
2024-03,"St. Catharines-Niagara, Ontario",Land only,120.3
2024-03,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),156.5
2024-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,152.3
2024-03,"Kitchener-Cambridge-Waterloo, Ontario",Land only,158.1
2024-03,"Guelph, Ontario",Total (house and land),123.0
2024-03,"Guelph, Ontario",House only,132.7
2024-03,"Guelph, Ontario",Land only,107.9
2024-03,"London, Ontario",Total (house and land),144.0
2024-03,"London, Ontario",House only,150.3
2024-03,"London, Ontario",Land only,118.9
2024-03,"Windsor, Ontario",Total (house and land),145.9
2024-03,"Windsor, Ontario",House only,146.4
2024-03,"Windsor, Ontario",Land only,133.4
2024-03,"Greater Sudbury, Ontario",Total (house and land),119.2
2024-03,"Greater Sudbury, Ontario",House only,119.2
2024-03,"Greater Sudbury, Ontario",Land only,118.5
2024-03,Prairie Region,Total (house and land),119.7
2024-03,Prairie Region,House only,125.7
2024-03,Prairie Region,Land only,106.9
2024-03,Manitoba,Total (house and land),139.9
2024-03,Manitoba,House only,153.4
2024-03,Manitoba,Land only,109.8
2024-03,"Winnipeg, Manitoba",Total (house and land),139.9
2024-03,"Winnipeg, Manitoba",House only,153.4
2024-03,"Winnipeg, Manitoba",Land only,109.8
2024-03,Saskatchewan,Total (house and land),104.0
2024-03,Saskatchewan,House only,108.9
2024-03,Saskatchewan,Land only,96.5
2024-03,"Regina, Saskatchewan",Total (house and land),101.5
2024-03,"Regina, Saskatchewan",House only,101.1
2024-03,"Regina, Saskatchewan",Land only,101.2
2024-03,"Saskatoon, Saskatchewan",Total (house and land),105.6
2024-03,"Saskatoon, Saskatchewan",House only,113.7
2024-03,"Saskatoon, Saskatchewan",Land only,94.1
2024-03,Alberta,Total (house and land),118.6
2024-03,Alberta,House only,123.6
2024-03,Alberta,Land only,107.4
2024-03,"Calgary, Alberta",Total (house and land),128.6
2024-03,"Calgary, Alberta",House only,137.3
2024-03,"Calgary, Alberta",Land only,111.1
2024-03,"Edmonton, Alberta",Total (house and land),107.4
2024-03,"Edmonton, Alberta",House only,108.9
2024-03,"Edmonton, Alberta",Land only,102.6
2024-03,British Columbia,Total (house and land),127.2
2024-03,British Columbia,House only,126.5
2024-03,British Columbia,Land only,120.2
2024-03,"Kelowna, British Columbia",Total (house and land),122.0
2024-03,"Kelowna, British Columbia",House only,125.2
2024-03,"Kelowna, British Columbia",Land only,117.2
2024-03,"Vancouver, British Columbia",Total (house and land),128.5
2024-03,"Vancouver, British Columbia",House only,126.8
2024-03,"Vancouver, British Columbia",Land only,121.6
2024-03,"Victoria, British Columbia",Total (house and land),120.3
2024-03,"Victoria, British Columbia",House only,126.0
2024-03,"Victoria, British Columbia",Land only,109.8
2024-04,Canada,Total (house and land),124.7
2024-04,Canada,House only,127.6
2024-04,Canada,Land only,117.0
2024-04,Atlantic Region,Total (house and land),116.5
2024-04,Atlantic Region,House only,120.0
2024-04,Atlantic Region,Land only,102.9
2024-04,Newfoundland and Labrador,Total (house and land),105.7
2024-04,Newfoundland and Labrador,House only,108.4
2024-04,Newfoundland and Labrador,Land only,102.4
2024-04,"St. John's, Newfoundland and Labrador",Total (house and land),105.7
2024-04,"St. John's, Newfoundland and Labrador",House only,108.4
2024-04,"St. John's, Newfoundland and Labrador",Land only,102.4
2024-04,Prince Edward Island,Total (house and land),122.6
2024-04,Prince Edward Island,House only,127.0
2024-04,Prince Edward Island,Land only,104.5
2024-04,"Charlottetown, Prince Edward Island",Total (house and land),122.6
2024-04,"Charlottetown, Prince Edward Island",House only,127.0
2024-04,"Charlottetown, Prince Edward Island",Land only,104.5
2024-04,Nova Scotia,Total (house and land),120.2
2024-04,Nova Scotia,House only,125.0
2024-04,Nova Scotia,Land only,103.5
2024-04,"Halifax, Nova Scotia",Total (house and land),120.2
2024-04,"Halifax, Nova Scotia",House only,125.0
2024-04,"Halifax, Nova Scotia",Land only,103.5
2024-04,New Brunswick,Total (house and land),120.0
2024-04,New Brunswick,House only,121.5
2024-04,New Brunswick,Land only,102.9
2024-04,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),120.0
2024-04,"Saint John, Fredericton, and Moncton, New Brunswick",House only,121.5
2024-04,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.9
2024-04,Quebec,Total (house and land),142.3
2024-04,Quebec,House only,149.7
2024-04,Quebec,Land only,122.3
2024-04,"Québec, Quebec",Total (house and land),130.3
2024-04,"Québec, Quebec",House only,139.2
2024-04,"Québec, Quebec",Land only,110.5
2024-04,"Sherbrooke, Quebec",Total (house and land),111.0
2024-04,"Sherbrooke, Quebec",House only,110.8
2024-04,"Sherbrooke, Quebec",Land only,108.1
2024-04,"Trois-Rivières, Quebec",Total (house and land),112.3
2024-04,"Trois-Rivières, Quebec",House only,114.3
2024-04,"Trois-Rivières, Quebec",Land only,103.9
2024-04,"Montréal, Quebec",Total (house and land),151.7
2024-04,"Montréal, Quebec",House only,160.4
2024-04,"Montréal, Quebec",Land only,128.2
2024-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.9
2024-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,120.2
2024-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,104.9
2024-04,Ontario,Total (house and land),124.8
2024-04,Ontario,House only,127.0
2024-04,Ontario,Land only,120.1
2024-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),164.8
2024-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,174.5
2024-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,134.9
2024-04,"Oshawa, Ontario",Total (house and land),121.5
2024-04,"Oshawa, Ontario",House only,124.3
2024-04,"Oshawa, Ontario",Land only,114.7
2024-04,"Toronto, Ontario",Total (house and land),114.5
2024-04,"Toronto, Ontario",House only,112.4
2024-04,"Toronto, Ontario",Land only,117.6
2024-04,"Hamilton, Ontario",Total (house and land),114.2
2024-04,"Hamilton, Ontario",House only,119.3
2024-04,"Hamilton, Ontario",Land only,102.8
2024-04,"St. Catharines-Niagara, Ontario",Total (house and land),126.9
2024-04,"St. Catharines-Niagara, Ontario",House only,129.3
2024-04,"St. Catharines-Niagara, Ontario",Land only,120.3
2024-04,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),155.9
2024-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,151.8
2024-04,"Kitchener-Cambridge-Waterloo, Ontario",Land only,157.5
2024-04,"Guelph, Ontario",Total (house and land),123.0
2024-04,"Guelph, Ontario",House only,132.7
2024-04,"Guelph, Ontario",Land only,107.9
2024-04,"London, Ontario",Total (house and land),144.6
2024-04,"London, Ontario",House only,151.0
2024-04,"London, Ontario",Land only,118.9
2024-04,"Windsor, Ontario",Total (house and land),145.9
2024-04,"Windsor, Ontario",House only,146.4
2024-04,"Windsor, Ontario",Land only,133.4
2024-04,"Greater Sudbury, Ontario",Total (house and land),119.2
2024-04,"Greater Sudbury, Ontario",House only,119.2
2024-04,"Greater Sudbury, Ontario",Land only,118.5
2024-04,Prairie Region,Total (house and land),120.6
2024-04,Prairie Region,House only,126.9
2024-04,Prairie Region,Land only,107.0
2024-04,Manitoba,Total (house and land),139.3
2024-04,Manitoba,House only,152.8
2024-04,Manitoba,Land only,109.3
2024-04,"Winnipeg, Manitoba",Total (house and land),139.3
2024-04,"Winnipeg, Manitoba",House only,152.8
2024-04,"Winnipeg, Manitoba",Land only,109.3
2024-04,Saskatchewan,Total (house and land),103.7
2024-04,Saskatchewan,House only,108.6
2024-04,Saskatchewan,Land only,96.2
2024-04,"Regina, Saskatchewan",Total (house and land),101.2
2024-04,"Regina, Saskatchewan",House only,100.8
2024-04,"Regina, Saskatchewan",Land only,100.9
2024-04,"Saskatoon, Saskatchewan",Total (house and land),105.3
2024-04,"Saskatoon, Saskatchewan",House only,113.4
2024-04,"Saskatoon, Saskatchewan",Land only,93.8
2024-04,Alberta,Total (house and land),119.7
2024-04,Alberta,House only,125.2
2024-04,Alberta,Land only,107.5
2024-04,"Calgary, Alberta",Total (house and land),129.7
2024-04,"Calgary, Alberta",House only,138.9
2024-04,"Calgary, Alberta",Land only,111.2
2024-04,"Edmonton, Alberta",Total (house and land),108.6
2024-04,"Edmonton, Alberta",House only,110.4
2024-04,"Edmonton, Alberta",Land only,102.9
2024-04,British Columbia,Total (house and land),127.8
2024-04,British Columbia,House only,127.1
2024-04,British Columbia,Land only,120.7
2024-04,"Kelowna, British Columbia",Total (house and land),121.9
2024-04,"Kelowna, British Columbia",House only,125.2
2024-04,"Kelowna, British Columbia",Land only,116.4
2024-04,"Vancouver, British Columbia",Total (house and land),129.2
2024-04,"Vancouver, British Columbia",House only,127.5
2024-04,"Vancouver, British Columbia",Land only,122.2
2024-04,"Victoria, British Columbia",Total (house and land),120.3
2024-04,"Victoria, British Columbia",House only,126.0
2024-04,"Victoria, British Columbia",Land only,109.8
2024-05,Canada,Total (house and land),124.9
2024-05,Canada,House only,128.0
2024-05,Canada,Land only,116.9
2024-05,Atlantic Region,Total (house and land),117.2
2024-05,Atlantic Region,House only,120.9
2024-05,Atlantic Region,Land only,102.9
2024-05,Newfoundland and Labrador,Total (house and land),106.1
2024-05,Newfoundland and Labrador,House only,108.8
2024-05,Newfoundland and Labrador,Land only,102.8
2024-05,"St. John's, Newfoundland and Labrador",Total (house and land),106.1
2024-05,"St. John's, Newfoundland and Labrador",House only,108.8
2024-05,"St. John's, Newfoundland and Labrador",Land only,102.8
2024-05,Prince Edward Island,Total (house and land),122.6
2024-05,Prince Edward Island,House only,127.0
2024-05,Prince Edward Island,Land only,104.5
2024-05,"Charlottetown, Prince Edward Island",Total (house and land),122.6
2024-05,"Charlottetown, Prince Edward Island",House only,127.0
2024-05,"Charlottetown, Prince Edward Island",Land only,104.5
2024-05,Nova Scotia,Total (house and land),121.5
2024-05,Nova Scotia,House only,126.6
2024-05,Nova Scotia,Land only,103.5
2024-05,"Halifax, Nova Scotia",Total (house and land),121.5
2024-05,"Halifax, Nova Scotia",House only,126.6
2024-05,"Halifax, Nova Scotia",Land only,103.5
2024-05,New Brunswick,Total (house and land),120.0
2024-05,New Brunswick,House only,121.5
2024-05,New Brunswick,Land only,102.9
2024-05,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),120.0
2024-05,"Saint John, Fredericton, and Moncton, New Brunswick",House only,121.5
2024-05,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.9
2024-05,Quebec,Total (house and land),142.8
2024-05,Quebec,House only,150.1
2024-05,Quebec,Land only,123.1
2024-05,"Québec, Quebec",Total (house and land),131.2
2024-05,"Québec, Quebec",House only,140.6
2024-05,"Québec, Quebec",Land only,110.5
2024-05,"Sherbrooke, Quebec",Total (house and land),111.0
2024-05,"Sherbrooke, Quebec",House only,110.5
2024-05,"Sherbrooke, Quebec",Land only,108.1
2024-05,"Trois-Rivières, Quebec",Total (house and land),114.6
2024-05,"Trois-Rivières, Quebec",House only,116.2
2024-05,"Trois-Rivières, Quebec",Land only,108.0
2024-05,"Montréal, Quebec",Total (house and land),152.2
2024-05,"Montréal, Quebec",House only,160.8
2024-05,"Montréal, Quebec",Land only,129.2
2024-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.6
2024-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,119.9
2024-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,104.9
2024-05,Ontario,Total (house and land),124.7
2024-05,Ontario,House only,126.9
2024-05,Ontario,Land only,120.0
2024-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),164.9
2024-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,175.0
2024-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,134.5
2024-05,"Oshawa, Ontario",Total (house and land),121.5
2024-05,"Oshawa, Ontario",House only,124.3
2024-05,"Oshawa, Ontario",Land only,114.7
2024-05,"Toronto, Ontario",Total (house and land),114.5
2024-05,"Toronto, Ontario",House only,112.4
2024-05,"Toronto, Ontario",Land only,117.6
2024-05,"Hamilton, Ontario",Total (house and land),114.2
2024-05,"Hamilton, Ontario",House only,119.3
2024-05,"Hamilton, Ontario",Land only,102.8
2024-05,"St. Catharines-Niagara, Ontario",Total (house and land),126.9
2024-05,"St. Catharines-Niagara, Ontario",House only,129.3
2024-05,"St. Catharines-Niagara, Ontario",Land only,120.3
2024-05,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),155.3
2024-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,151.1
2024-05,"Kitchener-Cambridge-Waterloo, Ontario",Land only,156.9
2024-05,"Guelph, Ontario",Total (house and land),123.0
2024-05,"Guelph, Ontario",House only,132.7
2024-05,"Guelph, Ontario",Land only,107.9
2024-05,"London, Ontario",Total (house and land),143.4
2024-05,"London, Ontario",House only,149.9
2024-05,"London, Ontario",Land only,117.8
2024-05,"Windsor, Ontario",Total (house and land),145.9
2024-05,"Windsor, Ontario",House only,146.4
2024-05,"Windsor, Ontario",Land only,133.4
2024-05,"Greater Sudbury, Ontario",Total (house and land),118.8
2024-05,"Greater Sudbury, Ontario",House only,118.6
2024-05,"Greater Sudbury, Ontario",Land only,118.5
2024-05,Prairie Region,Total (house and land),121.4
2024-05,Prairie Region,House only,128.2
2024-05,Prairie Region,Land only,107.1
2024-05,Manitoba,Total (house and land),139.4
2024-05,Manitoba,House only,153.0
2024-05,Manitoba,Land only,109.3
2024-05,"Winnipeg, Manitoba",Total (house and land),139.4
2024-05,"Winnipeg, Manitoba",House only,153.0
2024-05,"Winnipeg, Manitoba",Land only,109.3
2024-05,Saskatchewan,Total (house and land),104.4
2024-05,Saskatchewan,House only,109.7
2024-05,Saskatchewan,Land only,96.2
2024-05,"Regina, Saskatchewan",Total (house and land),101.1
2024-05,"Regina, Saskatchewan",House only,100.8
2024-05,"Regina, Saskatchewan",Land only,100.9
2024-05,"Saskatoon, Saskatchewan",Total (house and land),106.3
2024-05,"Saskatoon, Saskatchewan",House only,114.9
2024-05,"Saskatoon, Saskatchewan",Land only,93.8
2024-05,Alberta,Total (house and land),120.6
2024-05,Alberta,House only,126.6
2024-05,Alberta,Land only,107.8
2024-05,"Calgary, Alberta",Total (house and land),131.4
2024-05,"Calgary, Alberta",House only,141.6
2024-05,"Calgary, Alberta",Land only,111.6
2024-05,"Edmonton, Alberta",Total (house and land),108.5
2024-05,"Edmonton, Alberta",House only,110.3
2024-05,"Edmonton, Alberta",Land only,102.9
2024-05,British Columbia,Total (house and land),127.9
2024-05,British Columbia,House only,127.3
2024-05,British Columbia,Land only,120.6
2024-05,"Kelowna, British Columbia",Total (house and land),121.6
2024-05,"Kelowna, British Columbia",House only,124.7
2024-05,"Kelowna, British Columbia",Land only,116.4
2024-05,"Vancouver, British Columbia",Total (house and land),129.2
2024-05,"Vancouver, British Columbia",House only,127.6
2024-05,"Vancouver, British Columbia",Land only,122.1
2024-05,"Victoria, British Columbia",Total (house and land),121.0
2024-05,"Victoria, British Columbia",House only,127.0
2024-05,"Victoria, British Columbia",Land only,109.8
2024-06,Canada,Total (house and land),124.7
2024-06,Canada,House only,127.7
2024-06,Canada,Land only,116.9
2024-06,Atlantic Region,Total (house and land),117.4
2024-06,Atlantic Region,House only,120.9
2024-06,Atlantic Region,Land only,103.4
2024-06,Newfoundland and Labrador,Total (house and land),107.1
2024-06,Newfoundland and Labrador,House only,108.8
2024-06,Newfoundland and Labrador,Land only,105.7
2024-06,"St. John's, Newfoundland and Labrador",Total (house and land),107.1
2024-06,"St. John's, Newfoundland and Labrador",House only,108.8
2024-06,"St. John's, Newfoundland and Labrador",Land only,105.7
2024-06,Prince Edward Island,Total (house and land),122.6
2024-06,Prince Edward Island,House only,127.0
2024-06,Prince Edward Island,Land only,104.5
2024-06,"Charlottetown, Prince Edward Island",Total (house and land),122.6
2024-06,"Charlottetown, Prince Edward Island",House only,127.0
2024-06,"Charlottetown, Prince Edward Island",Land only,104.5
2024-06,Nova Scotia,Total (house and land),121.5
2024-06,Nova Scotia,House only,126.6
2024-06,Nova Scotia,Land only,103.5
2024-06,"Halifax, Nova Scotia",Total (house and land),121.5
2024-06,"Halifax, Nova Scotia",House only,126.6
2024-06,"Halifax, Nova Scotia",Land only,103.5
2024-06,New Brunswick,Total (house and land),120.0
2024-06,New Brunswick,House only,121.5
2024-06,New Brunswick,Land only,102.9
2024-06,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),120.0
2024-06,"Saint John, Fredericton, and Moncton, New Brunswick",House only,121.5
2024-06,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.9
2024-06,Quebec,Total (house and land),142.4
2024-06,Quebec,House only,149.6
2024-06,Quebec,Land only,123.1
2024-06,"Québec, Quebec",Total (house and land),131.2
2024-06,"Québec, Quebec",House only,140.6
2024-06,"Québec, Quebec",Land only,110.5
2024-06,"Sherbrooke, Quebec",Total (house and land),111.0
2024-06,"Sherbrooke, Quebec",House only,110.5
2024-06,"Sherbrooke, Quebec",Land only,108.1
2024-06,"Trois-Rivières, Quebec",Total (house and land),114.6
2024-06,"Trois-Rivières, Quebec",House only,116.2
2024-06,"Trois-Rivières, Quebec",Land only,108.0
2024-06,"Montréal, Quebec",Total (house and land),151.6
2024-06,"Montréal, Quebec",House only,160.0
2024-06,"Montréal, Quebec",Land only,129.2
2024-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.8
2024-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,120.1
2024-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,104.9
2024-06,Ontario,Total (house and land),124.5
2024-06,Ontario,House only,126.4
2024-06,Ontario,Land only,120.0
2024-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),164.4
2024-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,173.4
2024-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,134.5
2024-06,"Oshawa, Ontario",Total (house and land),121.5
2024-06,"Oshawa, Ontario",House only,124.3
2024-06,"Oshawa, Ontario",Land only,114.7
2024-06,"Toronto, Ontario",Total (house and land),114.3
2024-06,"Toronto, Ontario",House only,112.1
2024-06,"Toronto, Ontario",Land only,117.6
2024-06,"Hamilton, Ontario",Total (house and land),114.1
2024-06,"Hamilton, Ontario",House only,118.8
2024-06,"Hamilton, Ontario",Land only,103.0
2024-06,"St. Catharines-Niagara, Ontario",Total (house and land),126.2
2024-06,"St. Catharines-Niagara, Ontario",House only,128.2
2024-06,"St. Catharines-Niagara, Ontario",Land only,120.0
2024-06,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),154.9
2024-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,150.7
2024-06,"Kitchener-Cambridge-Waterloo, Ontario",Land only,156.8
2024-06,"Guelph, Ontario",Total (house and land),122.8
2024-06,"Guelph, Ontario",House only,132.4
2024-06,"Guelph, Ontario",Land only,107.9
2024-06,"London, Ontario",Total (house and land),143.4
2024-06,"London, Ontario",House only,149.8
2024-06,"London, Ontario",Land only,117.8
2024-06,"Windsor, Ontario",Total (house and land),145.9
2024-06,"Windsor, Ontario",House only,146.4
2024-06,"Windsor, Ontario",Land only,133.4
2024-06,"Greater Sudbury, Ontario",Total (house and land),118.8
